sensordatax,sensordatay,sensordataz,activityid,time
0.0023937225341796875,-1.1492509841918945,9.775823593139648,104,2020-12-22 17:08:21.845000000
0.019153594970703125,-1.116929054260254,9.73512077331543,104,2020-12-22 17:08:21.745000000
-0.033519744873046875,-1.1636171340942383,9.732726097106934,104,2020-12-22 17:08:21.645000000
-0.005985260009765625,-1.1851654052734375,9.698009490966797,104,2020-12-22 17:08:21.545000000
-0.0023937225341796875,-1.1827716827392578,9.76624584197998,104,2020-12-22 17:08:21.445000000
0.0,-1.166010856628418,9.699206352233887,104,2020-12-22 17:08:21.345000000
-0.0023937225341796875,-1.1767854690551758,9.719557762145996,104,2020-12-22 17:08:21.245000000
0.02035045623779297,-1.1791801452636719,9.721952438354492,104,2020-12-22 17:08:21.145000000
-0.005985260009765625,-1.1827716827392578,9.731529235839844,104,2020-12-22 17:08:21.045000000
0.009576797485351562,-1.1348857879638672,9.743500709533691,104,2020-12-22 17:08:20.945000000
-0.0035905838012695312,-1.1815738677978516,9.711177825927734,104,2020-12-22 17:08:20.845000000
-0.0011968612670898438,-1.1935453414916992,9.712374687194824,104,2020-12-22 17:08:20.745000000
-0.010773658752441406,-1.1444625854492188,9.759062767028809,104,2020-12-22 17:08:20.645000000
0.037110328674316406,-0.9996089935302734,9.743500709533691,104,2020-12-22 17:08:20.545000000
-0.004788398742675781,-1.1480541229248047,9.721952438354492,104,2020-12-22 17:08:20.445000000
-0.0011968612670898438,-1.237839698791504,9.693221092224121,104,2020-12-22 17:08:20.345000000
-0.046688079833984375,-1.1013660430908203,9.800963401794434,104,2020-12-22 17:08:20.245000000
0.06464481353759766,-1.0917892456054688,9.694417953491211,104,2020-12-22 17:08:20.145000000
-0.11612224578857422,-1.0079889297485352,9.760260581970215,104,2020-12-22 17:08:20.045000000
-0.05746173858642578,-1.3096675872802734,9.833285331726074,104,2020-12-22 17:08:19.945000000
0.12569904327392578,-1.2210798263549805,9.580689430236816,104,2020-12-22 17:08:19.845000000
-0.019153594970703125,-1.116929054260254,9.76624584197998,104,2020-12-22 17:08:19.745000000
-0.028730392456054688,-1.073831558227539,9.760260581970215,104,2020-12-22 17:08:19.645000000
0.007182121276855469,-1.1528425216674805,9.68484115600586,104,2020-12-22 17:08:19.545000000
-0.05626487731933594,-1.234248161315918,9.744697570800781,104,2020-12-22 17:08:19.445000000
0.005985260009765625,-1.142068862915039,9.73631763458252,104,2020-12-22 17:08:19.345000000
-0.01795673370361328,-1.0678462982177734,9.755472183227539,104,2020-12-22 17:08:19.245000000
-0.0658416748046875,-1.2498111724853516,9.777020454406738,104,2020-12-22 17:08:19.145000000
-0.03591346740722656,-1.2258682250976562,9.68484115600586,104,2020-12-22 17:08:19.045000000
-0.06464481353759766,-1.2713594436645508,9.868002891540527,104,2020-12-22 17:08:18.945000000
-0.07063102722167969,-1.1624202728271484,9.78659725189209,104,2020-12-22 17:08:18.845000000
-0.05626487731933594,-1.2821340560913086,9.772232055664062,104,2020-12-22 17:08:18.745000000
-0.023941993713378906,-1.2474164962768555,9.724346160888672,104,2020-12-22 17:08:18.645000000
-0.01197052001953125,-1.3503704071044922,9.700403213500977,104,2020-12-22 17:08:18.545000000
0.24062442779541016,-0.924189567565918,9.718360900878906,104,2020-12-22 17:08:18.445000000
